pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
The Godfather,Crimen,0.96,-0.49,-0.63,0.92,-1.53,-1.69
Forrest Gump,Drama,-0.52,-1.0,-0.93,1.36,0.47,-0.25
Forrest Gump,Drama,-0.52,0.31,0.41,-0.81,1.24,1.18
The Dark Knight,Accion,-0.07,0.64,0.6,0.06,0.93,1.18
Titanic,Romance,1.86,1.21,0.55,-0.38,-0.58,-0.25
Gladiator,Accion,0.06,0.51,0.44,1.36,1.69,1.18
Coco,Infantil,-2.18,-0.04,0.62,0.92,1.69,1.18
The Matrix,Ciencia Ficcion,-0.79,0.74,0.96,-1.25,-1.28,-0.25
Avengers: Endgame,Accion,1.23,0.21,-0.1,0.06,1.69,1.18
Avengers: Endgame,Accion,1.23,1.14,0.65,-0.81,-1.17,-0.25
Inception,Ciencia Ficcion,-0.25,-1.3,-1.25,-1.25,0.4,-0.25
Inception,Ciencia Ficcion,-0.25,-0.97,-0.93,-0.38,-1.72,-1.69
Pulp Fiction,Crimen,0.02,-1.15,-1.12,-1.25,-0.36,-0.25
Fight Club,Drama,-0.65,0.33,0.48,-0.38,-0.1,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.22,-0.36,0.06,1.23,1.18
Avengers: Endgame,Accion,1.23,0.23,-0.08,0.06,0.51,1.18
Gladiator,Accion,0.06,0.03,-0.01,-1.25,0.51,1.18
The Lord of the Rings,Fantasia,1.1,0.99,0.57,-0.81,-0.37,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.59,0.67,-1.25,-1.25,-0.25
Coco,Infantil,-2.18,-1.37,-1.23,1.36,1.44,1.18
La La Land,Musical,-1.15,0.36,0.69,1.79,-1.72,-0.25
Fight Club,Drama,-0.65,-1.22,-1.15,-0.38,-0.19,-0.25
The Dark Knight,Accion,-0.07,-1.05,-1.02,0.49,1.69,1.18
The Lord of the Rings,Fantasia,1.1,0.46,0.13,-0.81,1.26,1.18
Forrest Gump,Drama,-0.52,-1.47,-1.42,-0.81,1.08,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.35,-1.28,-0.38,-0.46,-1.69
Gladiator,Accion,0.06,1.69,1.55,-1.25,-0.82,1.18
Avengers: Endgame,Accion,1.23,-0.29,-0.5,-1.25,1.58,1.18
Titanic,Romance,1.86,0.33,-0.11,0.49,-0.02,-0.25
Fight Club,Drama,-0.65,1.54,1.75,0.49,0.0,1.18
La La Land,Musical,-1.15,0.54,0.89,0.92,0.24,-0.25
Fight Club,Drama,-0.65,-0.44,-0.34,0.06,0.08,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.3,-1.23,0.49,1.26,1.18
The Lord of the Rings,Fantasia,1.1,-0.39,-0.57,-1.25,0.08,-0.25
Pulp Fiction,Crimen,0.02,0.81,0.73,-0.81,1.27,1.18
Coco,Infantil,-2.18,-0.97,-0.67,2.23,-0.27,-1.69
Interstellar,Ciencia Ficcion,0.69,2.27,1.79,1.36,0.36,1.18
The Lord of the Rings,Fantasia,1.1,0.36,0.05,1.79,0.38,-0.25
Interstellar,Ciencia Ficcion,0.69,0.38,0.16,-0.81,-0.3,-0.25
Avengers: Endgame,Accion,1.23,-1.6,-1.56,1.36,-0.78,-1.69
Fight Club,Drama,-0.65,1.44,1.64,-1.25,-0.63,1.18
The Godfather,Crimen,0.96,0.69,0.35,-1.25,1.45,1.18
Fight Club,Drama,-0.65,-0.17,-0.05,-0.81,0.34,-0.25
Avengers: Endgame,Accion,1.23,-0.09,-0.34,-0.81,-1.72,-1.69
Fight Club,Drama,-0.65,0.89,1.06,0.49,-0.81,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.21,0.39,0.49,-0.19,-0.25
Forrest Gump,Drama,-0.52,-1.5,-1.45,0.49,-1.07,-1.69
The Matrix,Ciencia Ficcion,-0.79,-0.87,-0.77,-0.81,1.36,1.18
Coco,Infantil,-2.18,-1.35,-1.19,-1.25,-1.7,-1.69
Gladiator,Accion,0.06,1.97,1.81,1.79,-0.69,1.18
Fight Club,Drama,-0.65,0.64,0.8,1.36,-1.21,-0.25
Coco,Infantil,-2.18,-1.2,-0.98,-1.25,-0.39,-1.69
Interstellar,Ciencia Ficcion,0.69,0.36,0.14,-1.25,0.68,1.18
The Shawshank Redemption,Suspenso,-0.43,1.99,2.09,-1.25,0.8,1.18
Interstellar,Ciencia Ficcion,0.69,-1.2,-1.21,-0.38,1.51,1.18
Titanic,Romance,1.86,0.79,0.23,0.49,1.35,1.18
The Lord of the Rings,Fantasia,1.1,0.31,0.01,-1.25,1.42,1.18
Inception,Ciencia Ficcion,-0.25,0.56,0.58,0.92,-1.3,-0.25
Titanic,Romance,1.86,-0.29,-0.58,-1.25,-0.13,-0.25
La La Land,Musical,-1.15,1.44,1.92,0.49,1.66,1.18
Avengers: Endgame,Accion,1.23,0.56,0.19,-0.81,0.98,-0.25
La La Land,Musical,-1.15,-0.67,-0.49,0.49,0.35,-0.25
Pulp Fiction,Crimen,0.02,0.21,0.16,-0.38,0.58,-0.25
Coco,Infantil,-2.18,-0.72,-0.32,0.49,0.54,-0.25
The Dark Knight,Accion,-0.07,-0.87,-0.85,0.06,0.75,-0.25
Gladiator,Accion,0.06,1.49,1.36,0.49,-0.68,1.18
La La Land,Musical,-1.15,-0.47,-0.26,0.49,-1.32,-1.69
Gladiator,Accion,0.06,-1.15,-1.13,-0.38,0.15,-0.25
La La Land,Musical,-1.15,-1.32,-1.23,0.92,-0.79,-1.69
Coco,Infantil,-2.18,1.01,2.09,0.92,-0.9,1.18
Pulp Fiction,Crimen,0.02,1.64,1.52,0.92,0.79,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.42,-0.35,0.49,-1.21,-1.69
The Dark Knight,Accion,-0.07,0.28,0.26,0.92,1.69,1.18
Forrest Gump,Drama,-0.52,1.61,1.76,3.09,-0.9,1.18
La La Land,Musical,-1.15,0.99,1.4,0.06,-1.72,1.18
Fight Club,Drama,-0.65,0.06,0.19,-0.81,0.81,1.18
The Dark Knight,Accion,-0.07,-0.72,-0.71,0.49,0.8,-0.25
Avengers: Endgame,Accion,1.23,0.28,-0.04,0.49,0.68,-0.25
Avengers: Endgame,Accion,1.23,0.44,0.09,-1.25,1.19,1.18
La La Land,Musical,-1.15,-0.37,-0.14,-1.25,-1.32,-1.69
The Shawshank Redemption,Suspenso,-0.43,0.31,0.39,0.49,-0.85,-0.25
The Godfather,Crimen,0.96,0.46,0.16,1.36,-1.4,-0.25
Inception,Ciencia Ficcion,-0.25,1.06,1.08,1.36,1.09,-0.25
The Dark Knight,Accion,-0.07,-1.52,-1.48,0.49,1.18,1.18
The Dark Knight,Accion,-0.07,-1.5,-1.46,0.06,-1.72,-1.69
Avengers: Endgame,Accion,1.23,1.51,0.96,1.79,-0.06,-0.25
Inception,Ciencia Ficcion,-0.25,-0.09,-0.06,1.36,-1.16,-0.25
Fight Club,Drama,-0.65,0.61,0.77,-0.81,-0.61,-0.25
The Dark Knight,Accion,-0.07,0.21,0.19,1.36,-0.45,-0.25
Inception,Ciencia Ficcion,-0.25,-1.0,-0.96,1.79,-0.41,-1.69
Inception,Ciencia Ficcion,-0.25,-0.52,-0.49,-0.38,-0.98,-1.69
La La Land,Musical,-1.15,0.94,1.35,-1.25,0.62,-0.25
Avengers: Endgame,Accion,1.23,-0.92,-1.01,1.79,-1.14,-1.69
Inception,Ciencia Ficcion,-0.25,-1.32,-1.28,0.49,1.59,1.18
The Matrix,Ciencia Ficcion,-0.79,0.64,0.85,0.06,1.05,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.82,-0.76,0.06,-0.39,-1.69
The Matrix,Ciencia Ficcion,-0.79,0.94,1.18,0.06,-1.14,-0.25
The Godfather,Crimen,0.96,-1.05,-1.09,-0.81,0.55,-0.25
Titanic,Romance,1.86,1.69,0.91,1.36,-1.72,-0.25
Avengers: Endgame,Accion,1.23,0.56,0.19,0.06,0.89,-0.25
Forrest Gump,Drama,-0.52,0.74,0.85,0.06,0.21,-0.25
Coco,Infantil,-2.18,0.18,0.94,-1.25,0.97,1.18
The Matrix,Ciencia Ficcion,-0.79,1.01,1.26,0.92,-1.6,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.74,-0.63,-1.25,-1.72,-1.69
Titanic,Romance,1.86,-0.19,-0.5,1.36,0.74,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.69,0.77,0.49,-1.24,-0.25
La La Land,Musical,-1.15,0.41,0.75,1.36,1.06,1.18
Titanic,Romance,1.86,0.66,0.14,-0.38,0.92,-0.25
Avengers: Endgame,Accion,1.23,-1.55,-1.52,-0.38,1.12,1.18
Forrest Gump,Drama,-0.52,1.29,1.42,0.06,-0.28,1.18
Pulp Fiction,Crimen,0.02,0.91,0.83,0.06,-0.24,-0.25
Inception,Ciencia Ficcion,-0.25,-1.5,-1.45,0.92,0.42,-0.25
The Lord of the Rings,Fantasia,1.1,-1.47,-1.45,0.49,0.11,-0.25
Gladiator,Accion,0.06,0.86,0.77,0.92,0.29,-0.25
Avengers: Endgame,Accion,1.23,-1.05,-1.11,-0.38,-0.56,-1.69
Forrest Gump,Drama,-0.52,0.86,0.98,1.36,-0.26,-0.25
The Godfather,Crimen,0.96,-0.52,-0.65,0.49,1.23,1.18
Fight Club,Drama,-0.65,0.89,1.06,0.92,-1.72,-0.25
The Godfather,Crimen,0.96,-1.02,-1.07,-1.25,-0.3,-0.25
La La Land,Musical,-1.15,-0.27,-0.03,-0.81,-0.74,-0.25
Inception,Ciencia Ficcion,-0.25,-0.52,-0.49,0.49,-0.02,-0.25
Coco,Infantil,-2.18,-1.35,-1.19,0.92,0.7,1.18
Forrest Gump,Drama,-0.52,0.03,0.13,-1.25,0.66,-0.25
Avengers: Endgame,Accion,1.23,-0.02,-0.28,0.49,-1.07,-1.69
The Godfather,Crimen,0.96,0.46,0.16,-0.38,-1.72,-0.25
Avengers: Endgame,Accion,1.23,0.81,0.39,-0.81,-1.72,-0.25
Coco,Infantil,-2.18,-1.25,-1.05,-0.38,-0.17,-0.25
Coco,Infantil,-2.18,-0.59,-0.14,0.49,-0.71,-1.69
The Godfather,Crimen,0.96,1.21,0.79,1.36,-1.22,-0.25
Avengers: Endgame,Accion,1.23,1.21,0.71,0.06,-0.43,-0.25
Titanic,Romance,1.86,-0.29,-0.58,0.06,0.58,-0.25
Pulp Fiction,Crimen,0.02,1.11,1.02,0.06,1.43,1.18
Coco,Infantil,-2.18,0.28,1.08,-0.38,-1.72,-0.25
Pulp Fiction,Crimen,0.02,-0.32,-0.34,1.36,-0.94,-1.69
Forrest Gump,Drama,-0.52,-0.95,-0.88,1.36,-0.44,-0.25
Inception,Ciencia Ficcion,-0.25,0.41,0.43,0.49,-1.42,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.64,-0.52,0.06,-0.79,-1.69
Interstellar,Ciencia Ficcion,0.69,1.21,0.88,-0.81,0.05,-0.25
The Dark Knight,Accion,-0.07,2.19,2.09,0.92,0.82,1.18
La La Land,Musical,-1.15,1.59,2.09,-1.25,-0.04,1.18
Gladiator,Accion,0.06,0.89,0.79,0.92,-0.6,-0.25
The Dark Knight,Accion,-0.07,0.79,0.74,-1.25,-0.44,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.64,0.72,-0.38,-0.37,-0.25
The Lord of the Rings,Fantasia,1.1,0.81,0.42,-1.25,1.52,1.18
La La Land,Musical,-1.15,1.59,2.09,0.06,1.69,1.18
Pulp Fiction,Crimen,0.02,1.06,0.97,-0.81,-0.26,-0.25
Forrest Gump,Drama,-0.52,-0.72,-0.65,0.49,0.87,1.18
The Dark Knight,Accion,-0.07,-0.72,-0.71,0.49,0.47,-0.25
Coco,Infantil,-2.18,-1.5,-1.4,0.49,-1.24,-1.69
Inception,Ciencia Ficcion,-0.25,-1.22,-1.18,0.06,1.5,1.18
Gladiator,Accion,0.06,-0.72,-0.72,0.92,1.3,1.18
The Dark Knight,Accion,-0.07,-0.12,-0.13,-1.25,1.3,1.18
Gladiator,Accion,0.06,0.28,0.22,0.49,1.42,1.18
Fight Club,Drama,-0.65,0.51,0.67,-0.81,-0.99,-0.25
La La Land,Musical,-1.15,1.59,2.09,0.49,-0.78,1.18
Inception,Ciencia Ficcion,-0.25,1.92,1.92,1.36,0.72,1.18
The Lord of the Rings,Fantasia,1.1,-1.42,-1.41,1.36,0.51,-0.25
Interstellar,Ciencia Ficcion,0.69,0.71,0.44,-0.38,-0.42,-0.25
Titanic,Romance,1.86,-0.59,-0.81,0.92,0.4,-0.25
The Godfather,Crimen,0.96,-1.07,-1.12,-0.38,0.95,-0.25
Gladiator,Accion,0.06,0.03,-0.01,-0.38,-1.2,-0.25
La La Land,Musical,-1.15,0.13,0.43,-0.38,-0.62,-0.25
The Lord of the Rings,Fantasia,1.1,-0.42,-0.59,0.06,-0.71,-1.69
Inception,Ciencia Ficcion,-0.25,1.67,1.67,0.49,-0.74,1.18
Avengers: Endgame,Accion,1.23,0.31,-0.02,0.49,-0.41,-0.25
Coco,Infantil,-2.18,-0.87,-0.53,0.06,-0.62,-0.25
Gladiator,Accion,0.06,0.01,-0.04,-1.25,0.88,1.18
Gladiator,Accion,0.06,-1.1,-1.08,-1.25,-1.47,-1.69
The Matrix,Ciencia Ficcion,-0.79,0.71,0.93,0.49,-0.38,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.49,-0.36,1.36,-0.09,-0.25
Titanic,Romance,1.86,1.34,0.64,0.49,1.01,1.18
Coco,Infantil,-2.18,-0.49,-0.0,0.92,-0.23,-0.25
The Lord of the Rings,Fantasia,1.1,-1.02,-1.08,-0.81,-1.72,-1.69
Inception,Ciencia Ficcion,-0.25,0.38,0.41,0.06,0.55,-0.25
Titanic,Romance,1.86,0.28,-0.15,0.49,1.52,1.18
The Matrix,Ciencia Ficcion,-0.79,0.01,0.18,1.36,-0.79,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.19,-0.12,0.49,-0.43,-0.25
Coco,Infantil,-2.18,-1.5,-1.4,-1.25,-0.58,-1.69
Interstellar,Ciencia Ficcion,0.69,1.31,0.96,-0.38,1.58,1.18
Titanic,Romance,1.86,-1.57,-1.54,-1.25,-1.33,-1.69
Forrest Gump,Drama,-0.52,1.94,2.09,-0.81,-0.16,1.18
Titanic,Romance,1.86,-0.67,-0.86,0.92,1.58,1.18
La La Land,Musical,-1.15,0.66,1.03,0.06,0.71,-0.25
Inception,Ciencia Ficcion,-0.25,-0.8,-0.76,-0.81,-1.62,-1.69
Inception,Ciencia Ficcion,-0.25,-1.47,-1.43,0.92,0.22,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.21,1.3,-0.38,0.92,1.18
Avengers: Endgame,Accion,1.23,-0.8,-0.91,-0.81,0.02,-0.25
Pulp Fiction,Crimen,0.02,0.69,0.62,-0.38,-1.46,-0.25
Pulp Fiction,Crimen,0.02,1.92,1.78,0.06,0.92,1.18
The Matrix,Ciencia Ficcion,-0.79,0.94,1.18,-0.38,0.69,-0.25
Forrest Gump,Drama,-0.52,0.44,0.54,-0.38,-1.33,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,-1.25,-0.16,1.18
Fight Club,Drama,-0.65,0.41,0.56,1.79,1.32,1.18
Fight Club,Drama,-0.65,-0.69,-0.6,-1.25,-0.75,-1.69
The Godfather,Crimen,0.96,-0.01,-0.23,1.36,0.63,-0.25
Fight Club,Drama,-0.65,-0.01,0.12,0.49,-1.56,-0.25
Pulp Fiction,Crimen,0.02,1.49,1.38,0.49,1.13,1.18
Avengers: Endgame,Accion,1.23,0.64,0.25,0.06,-0.94,-0.25
Interstellar,Ciencia Ficcion,0.69,1.87,1.44,-0.81,-0.73,1.18
Fight Club,Drama,-0.65,-0.85,-0.76,0.06,0.96,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.0,-0.9,-0.81,0.05,-0.25
Gladiator,Accion,0.06,-0.12,-0.16,1.36,0.21,-0.25
Inception,Ciencia Ficcion,-0.25,1.61,1.62,0.49,0.71,1.18
Interstellar,Ciencia Ficcion,0.69,-0.87,-0.93,-1.25,0.45,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.29,-0.43,0.49,-0.38,-0.25
Titanic,Romance,1.86,2.04,1.17,-1.25,1.05,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.44,-0.31,0.49,-0.68,-1.69
Inception,Ciencia Ficcion,-0.25,0.89,0.9,-0.38,-0.35,-0.25
Pulp Fiction,Crimen,0.02,-0.17,-0.19,0.92,1.47,1.18
Interstellar,Ciencia Ficcion,0.69,1.04,0.72,0.49,1.49,1.18
The Godfather,Crimen,0.96,-0.74,-0.84,-0.38,1.17,1.18
La La Land,Musical,-1.15,-1.4,-1.32,0.06,-0.05,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.69,1.98,0.49,-0.03,1.18
Interstellar,Ciencia Ficcion,0.69,0.36,0.14,0.49,-1.31,-0.25
Forrest Gump,Drama,-0.52,-0.92,-0.85,0.49,0.0,-0.25
The Lord of the Rings,Fantasia,1.1,1.72,1.17,0.06,0.92,1.18
Titanic,Romance,1.86,-0.85,-0.99,-1.25,-0.62,-1.69
Inception,Ciencia Ficcion,-0.25,-0.47,-0.44,1.79,1.69,1.18
Fight Club,Drama,-0.65,-0.24,-0.12,0.06,-0.33,-1.69
Interstellar,Ciencia Ficcion,0.69,2.22,1.75,-1.25,1.69,1.18
The Matrix,Ciencia Ficcion,-0.79,0.44,0.64,1.36,1.69,1.18
Fight Club,Drama,-0.65,-0.97,-0.89,2.66,0.14,-0.25
The Lord of the Rings,Fantasia,1.1,-1.15,-1.19,-1.25,1.25,1.18
The Godfather,Crimen,0.96,-0.54,-0.68,-0.38,0.37,-0.25
Fight Club,Drama,-0.65,-0.9,-0.81,1.79,0.34,-0.25
Forrest Gump,Drama,-0.52,-0.92,-0.85,-1.25,-0.68,-1.69
Pulp Fiction,Crimen,0.02,-0.9,-0.89,-0.38,0.36,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.85,-0.9,-0.38,-1.3,-1.69
The Dark Knight,Accion,-0.07,-0.37,-0.37,0.06,-1.34,-1.69
The Dark Knight,Accion,-0.07,-0.74,-0.73,0.49,1.51,1.18
Fight Club,Drama,-0.65,1.87,2.09,-0.38,1.07,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.24,-0.18,-1.25,-1.56,-1.69
Inception,Ciencia Ficcion,-0.25,0.46,0.48,0.06,-0.97,-0.25
Titanic,Romance,1.86,1.09,0.46,0.49,1.69,1.18
The Dark Knight,Accion,-0.07,0.54,0.5,0.92,-1.31,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.04,0.03,1.36,-0.24,-0.25
Avengers: Endgame,Accion,1.23,1.19,0.69,1.79,1.5,1.18
The Dark Knight,Accion,-0.07,0.84,0.79,0.06,0.79,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.24,-0.18,-1.25,0.04,-0.25
Inception,Ciencia Ficcion,-0.25,-1.15,-1.11,0.06,-0.83,-1.69
Gladiator,Accion,0.06,-0.01,-0.06,-0.38,-1.17,-0.25
The Dark Knight,Accion,-0.07,1.82,1.73,0.06,1.07,1.18
Forrest Gump,Drama,-0.52,1.19,1.32,-0.81,-0.94,-0.25
The Lord of the Rings,Fantasia,1.1,1.11,0.67,2.66,1.69,1.18
Coco,Infantil,-2.18,-0.57,-0.11,-1.25,0.24,-0.25
Interstellar,Ciencia Ficcion,0.69,0.94,0.64,-0.38,-0.9,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.3,-1.25,0.06,-1.72,-1.69
The Lord of the Rings,Fantasia,1.1,-0.8,-0.9,0.06,-0.76,-0.25
Interstellar,Ciencia Ficcion,0.69,0.76,0.49,0.49,0.66,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.92,-1.14,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,-0.81,-0.68,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.42,-1.36,0.49,1.69,1.18
Titanic,Romance,1.86,-1.37,-1.39,-0.81,0.6,-0.25
The Lord of the Rings,Fantasia,1.1,-1.2,-1.23,0.49,0.55,-0.25
Inception,Ciencia Ficcion,-0.25,0.41,0.43,0.49,1.69,1.18
The Shawshank Redemption,Suspenso,-0.43,-1.35,-1.3,1.36,-1.23,-1.69
The Godfather,Crimen,0.96,-0.57,-0.7,0.06,-0.02,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.52,-1.47,0.49,-0.97,-1.69
Inception,Ciencia Ficcion,-0.25,0.54,0.56,0.92,-0.43,-0.25
La La Land,Musical,-1.15,1.11,1.55,0.06,-0.57,1.18
The Lord of the Rings,Fantasia,1.1,1.34,0.86,0.92,-0.59,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.27,-1.2,0.92,-1.72,-1.69
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,0.06,0.21,1.18
The Godfather,Crimen,0.96,0.01,-0.21,-1.25,-0.6,-1.69
The Dark Knight,Accion,-0.07,-0.19,-0.2,-1.25,0.78,-0.25
Fight Club,Drama,-0.65,-1.12,-1.05,0.06,-1.2,-1.69
The Lord of the Rings,Fantasia,1.1,1.59,1.06,0.06,-0.17,-0.25
Titanic,Romance,1.86,-1.32,-1.35,2.23,0.96,-0.25
Gladiator,Accion,0.06,-1.5,-1.46,1.79,0.17,-0.25
La La Land,Musical,-1.15,0.86,1.26,-0.38,-1.72,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.22,-1.15,-1.25,-0.27,-0.25
The Lord of the Rings,Fantasia,1.1,0.51,0.18,-1.25,1.37,1.18
La La Land,Musical,-1.15,1.41,1.89,0.06,-0.3,1.18
The Matrix,Ciencia Ficcion,-0.79,0.11,0.28,0.06,0.51,-0.25
Forrest Gump,Drama,-0.52,-0.34,-0.26,-0.38,0.73,-0.25
Coco,Infantil,-2.18,-1.57,-1.51,3.09,-0.01,-0.25
Avengers: Endgame,Accion,1.23,1.82,1.2,-0.38,0.13,-0.25
Gladiator,Accion,0.06,-0.04,-0.09,-0.81,0.77,1.18
La La Land,Musical,-1.15,1.49,1.98,2.23,-1.14,1.18
The Godfather,Crimen,0.96,0.64,0.31,0.92,-1.72,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.55,-1.51,-1.25,0.98,1.18
The Shawshank Redemption,Suspenso,-0.43,0.79,0.87,1.79,-0.27,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.23,0.42,0.92,-0.03,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.92,-0.1,1.18
Fight Club,Drama,-0.65,0.01,0.14,1.36,-1.1,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.31,1.4,0.49,-0.74,1.18
Gladiator,Accion,0.06,-0.47,-0.49,-0.38,-0.6,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.59,-0.53,-0.81,-0.8,-1.69
The Dark Knight,Accion,-0.07,-0.62,-0.61,0.06,0.04,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.22,-0.07,0.49,-0.22,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.76,0.84,1.36,0.76,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.07,-0.23,0.92,-1.51,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.44,-0.56,-1.25,1.39,1.18
The Matrix,Ciencia Ficcion,-0.79,0.71,0.93,-1.25,1.25,1.18
Pulp Fiction,Crimen,0.02,-1.52,-1.48,3.96,0.82,-0.25
Interstellar,Ciencia Ficcion,0.69,0.11,-0.08,-0.38,-0.0,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.05,-0.99,-0.81,-0.75,-0.25
Titanic,Romance,1.86,-1.0,-1.11,-0.81,-0.65,-1.69
Inception,Ciencia Ficcion,-0.25,-1.6,-1.55,0.06,0.05,-0.25
La La Land,Musical,-1.15,1.59,2.09,-0.38,-0.57,1.18
Interstellar,Ciencia Ficcion,0.69,-0.69,-0.77,1.36,-0.89,-1.69
The Lord of the Rings,Fantasia,1.1,0.11,-0.15,1.36,-1.72,-1.69
Gladiator,Accion,0.06,-0.87,-0.87,1.79,1.52,1.18
Pulp Fiction,Crimen,0.02,-0.74,-0.74,-1.25,-1.72,-1.69
The Lord of the Rings,Fantasia,1.1,-1.52,-1.49,0.49,-0.31,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.2,-1.14,-0.38,-0.25,-0.25
La La Land,Musical,-1.15,0.79,1.18,-0.38,-1.72,-0.25
The Godfather,Crimen,0.96,-1.1,-1.14,-1.25,-1.72,-1.69
Forrest Gump,Drama,-0.52,-1.22,-1.16,1.79,-0.67,-1.69
La La Land,Musical,-1.15,-0.52,-0.32,-1.25,-0.57,-1.69
The Godfather,Crimen,0.96,2.09,1.53,1.79,-0.67,1.18
The Dark Knight,Accion,-0.07,0.41,0.38,1.36,0.26,-0.25
The Lord of the Rings,Fantasia,1.1,1.31,0.84,1.79,0.25,-0.25
Forrest Gump,Drama,-0.52,0.89,1.01,-0.81,1.69,1.18
The Dark Knight,Accion,-0.07,-0.57,-0.56,0.06,1.69,1.18
Forrest Gump,Drama,-0.52,-1.07,-1.01,1.36,1.4,1.18
Forrest Gump,Drama,-0.52,-0.87,-0.8,-0.38,-0.09,-0.25
Inception,Ciencia Ficcion,-0.25,0.94,0.95,1.79,1.05,-0.25
Fight Club,Drama,-0.65,-0.77,-0.68,0.49,1.2,1.18
Gladiator,Accion,0.06,-0.32,-0.35,-0.81,-1.39,-1.69
The Godfather,Crimen,0.96,2.49,1.86,0.06,-1.19,1.18
Coco,Infantil,-2.18,1.01,2.09,-0.38,0.45,1.18
Interstellar,Ciencia Ficcion,0.69,-1.02,-1.06,-0.38,-1.15,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.07,0.0,-0.81,0.01,-0.25
Pulp Fiction,Crimen,0.02,1.41,1.31,1.79,1.38,1.18
Gladiator,Accion,0.06,0.23,0.17,0.06,-1.72,-0.25
The Dark Knight,Accion,-0.07,0.31,0.28,0.49,0.85,1.18
Inception,Ciencia Ficcion,-0.25,0.96,0.98,-0.81,1.69,1.18
The Dark Knight,Accion,-0.07,0.08,0.06,0.06,1.44,1.18
Fight Club,Drama,-0.65,-0.72,-0.63,0.92,0.5,-0.25
Pulp Fiction,Crimen,0.02,0.23,0.19,0.92,1.62,1.18
Coco,Infantil,-2.18,0.18,0.94,1.79,-0.56,-0.25
Avengers: Endgame,Accion,1.23,-0.8,-0.91,1.36,0.09,-0.25
Inception,Ciencia Ficcion,-0.25,-0.72,-0.68,-1.25,-0.94,-1.69
The Dark Knight,Accion,-0.07,-1.35,-1.31,0.92,-0.08,-0.25
Fight Club,Drama,-0.65,1.67,1.88,1.36,0.12,1.18
Avengers: Endgame,Accion,1.23,-0.57,-0.73,1.36,0.67,1.18
La La Land,Musical,-1.15,-1.42,-1.35,-0.38,-0.36,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.37,-0.3,1.36,1.69,1.18
The Shawshank Redemption,Suspenso,-0.43,1.49,1.58,0.49,1.69,1.18
Coco,Infantil,-2.18,1.01,2.09,-1.25,0.95,1.18
The Dark Knight,Accion,-0.07,1.49,1.42,0.06,0.14,1.18
La La Land,Musical,-1.15,-0.19,0.06,1.36,-0.23,-0.25
Coco,Infantil,-2.18,-0.19,0.42,1.79,-1.09,-0.25
Gladiator,Accion,0.06,0.54,0.46,0.06,-0.97,-0.25
Pulp Fiction,Crimen,0.02,-0.04,-0.08,0.49,1.31,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.09,0.07,0.92,-0.65,-0.25
Gladiator,Accion,0.06,0.49,0.41,0.92,1.11,1.18
